Date;Time;Sensor;Value
18.10.2018;05:45:00;office_power;10
18.10.2018;05:45:03;office_power;20
18.10.2018;05:45:04;office_co2;520
18.10.2018;05:45:06;office_power;25
18.10.2018;05:45:06;livingroom_humidity;41
18.10.2018;05:45:06;livingroom_temperature;23,8
18.10.2018;05:45:14;office_co2;530
18.10.2018;05:45:18;office_power;5
18.10.2018;05:45:31;house_power;354
18.10.2018;05:45:42;office_co2;520
18.10.2018;05:45:54;office_power;8
18.10.2018;05:46:09;office_power;19
18.10.2018;05:46:12;office_power;28
18.10.2018;05:46:24;office_power;13
18.10.2018;05:46:24;garden_brightness;7
18.10.2018;05:46:24;garden_windspeed;0
18.10.2018;05:46:27;office_power;4
18.10.2018;05:46:30;office_power;7
18.10.2018;05:46:35;office_co2;530
18.10.2018;05:46:45;office_power;4
18.10.2018;05:46:57;office_power;9
18.10.2018;05:47:00;office_power;12
18.10.2018;05:47:03;office_power;16
18.10.2018;05:47:06;livingroom_co2;601
18.10.2018;05:47:12;office_power;13
18.10.2018;05:47:12;livingroom_humidity;41
18.10.2018;05:47:12;livingroom_temperature;23,8
18.10.2018;05:47:15;office_power;16
18.10.2018;05:47:24;office_power;12
18.10.2018;05:47:29;office_co2;520
18.10.2018;05:47:34;livingroom_motiondetector;1
18.10.2018;05:47:41;livingroom_co2;611
18.10.2018;05:47:45;office_power;3
18.10.2018;05:48:15;office_power;10
18.10.2018;05:48:17;livingroom_co2;621
18.10.2018;05:48:18;office_power;17
18.10.2018;05:48:18;house_power;350
18.10.2018;05:48:33;office_power;8
18.10.2018;05:48:48;office_power;14
18.10.2018;05:48:50;garden_brightness;7
18.10.2018;05:48:50;garden_windspeed;0
18.10.2018;05:48:54;office_power;23
18.10.2018;05:49:00;office_power;41
18.10.2018;05:49:09;office_power;31
18.10.2018;05:49:15;office_power;11
18.10.2018;05:49:18;office_power;41
18.10.2018;05:49:21;office_power;24
18.10.2018;05:49:24;office_power;52
18.10.2018;05:49:27;office_power;56
18.10.2018;05:49:33;office_power;35
18.10.2018;05:49:36;office_power;39
18.10.2018;05:49:39;office_power;26
18.10.2018;05:49:42;office_power;21
18.10.2018;05:49:48;office_power;12
18.10.2018;05:49:52;livingroom_co2;611
18.10.2018;05:49:54;office_power;4
18.10.2018;05:50:03;office_power;21
18.10.2018;05:50:07;livingroom_humidity;41
18.10.2018;05:50:07;livingroom_temperature;23,8
18.10.2018;05:50:18;office_power;5
18.10.2018;05:50:24;office_power;14
18.10.2018;05:50:30;office_power;19
18.10.2018;05:50:33;office_power;24
18.10.2018;05:50:39;office_power;19
18.10.2018;05:50:48;office_power;16
18.10.2018;05:50:51;house_power;345
18.10.2018;05:51:02;garden_brightness;7
18.10.2018;05:51:02;garden_windspeed;0
18.10.2018;05:51:03;livingroom_co2;601
18.10.2018;05:51:03;office_power;11
18.10.2018;05:51:09;office_power;8
18.10.2018;05:51:12;office_power;11
18.10.2018;05:51:27;office_power;6
18.10.2018;05:51:30;office_power;13
18.10.2018;05:51:33;office_power;21
18.10.2018;05:51:45;office_power;30
18.10.2018;05:51:51;office_power;26
18.10.2018;05:51:57;office_power;43
18.10.2018;05:52:06;office_power;47
18.10.2018;05:52:12;office_power;32
18.10.2018;05:52:15;office_power;16
18.10.2018;05:52:15;livingroom_motiondetector;0
18.10.2018;05:52:18;office_power;11
18.10.2018;05:52:24;office_power;7
18.10.2018;05:52:33;office_power;11
18.10.2018;05:52:39;office_power;19
18.10.2018;05:52:48;office_power;36
18.10.2018;05:52:49;livingroom_co2;591
18.10.2018;05:52:49;livingroom_humidity;41
18.10.2018;05:52:49;livingroom_temperature;23,7
18.10.2018;05:52:54;office_power;27
18.10.2018;05:52:57;office_power;24
18.10.2018;05:53:03;office_power;5
18.10.2018;05:53:10;house_power;341
18.10.2018;05:53:15;office_power;12
18.10.2018;05:53:18;office_power;17
18.10.2018;05:53:54;office_power;12
18.10.2018;05:54:03;office_power;15
18.10.2018;05:54:03;garden_brightness;7
18.10.2018;05:54:03;garden_windspeed;0
18.10.2018;05:54:05;office_co2;530
18.10.2018;05:54:18;office_power;7
18.10.2018;05:54:27;office_power;23
18.10.2018;05:54:30;office_power;28
18.10.2018;05:54:31;office_co2;520
18.10.2018;05:54:33;office_power;33
18.10.2018;05:54:36;office_power;17
18.10.2018;05:54:39;office_power;21
18.10.2018;05:54:42;office_power;18
18.10.2018;05:54:48;office_power;22
18.10.2018;05:55:00;office_power;18
18.10.2018;05:55:03;office_power;9
18.10.2018;05:55:09;office_power;6
18.10.2018;05:55:15;house_power;337
18.10.2018;05:55:15;livingroom_humidity;41
18.10.2018;05:55:15;livingroom_temperature;23,7
18.10.2018;05:55:33;office_power;14
18.10.2018;05:55:39;office_power;18
18.10.2018;05:55:45;office_power;25
18.10.2018;05:55:57;office_power;40
18.10.2018;05:56:00;office_power;36
18.10.2018;05:56:03;office_power;33
18.10.2018;05:56:06;office_power;8
18.10.2018;05:56:09;office_power;3
18.10.2018;05:56:18;office_power;0
18.10.2018;05:56:21;office_power;5
18.10.2018;05:56:36;office_power;0
18.10.2018;05:56:39;office_power;7
18.10.2018;05:56:50;garden_brightness;7
18.10.2018;05:56:50;garden_windspeed;0
18.10.2018;05:56:51;office_power;15
18.10.2018;05:56:56;livingroom_co2;581
18.10.2018;05:57:00;office_power;21
18.10.2018;05:57:06;office_co2;530
18.10.2018;05:57:06;office_power;44
18.10.2018;05:57:09;office_power;55
18.10.2018;05:57:12;office_power;31
18.10.2018;05:57:18;office_power;24
18.10.2018;05:57:24;office_power;6
18.10.2018;05:57:28;livingroom_humidity;41
18.10.2018;05:57:28;livingroom_temperature;23,8
18.10.2018;05:57:33;office_power;9
18.10.2018;05:57:57;office_power;16
18.10.2018;05:58:00;office_power;34
18.10.2018;05:58:06;office_power;16
18.10.2018;05:58:09;office_power;13
18.10.2018;05:58:09;house_power;342
18.10.2018;05:58:12;office_power;8
18.10.2018;05:58:15;office_power;5
18.10.2018;05:58:18;office_power;13
18.10.2018;05:58:21;office_power;18
18.10.2018;05:58:30;office_power;25
18.10.2018;05:58:36;office_power;35
18.10.2018;05:58:39;office_power;30
18.10.2018;05:58:42;office_power;36
18.10.2018;05:58:45;office_power;25
18.10.2018;05:58:47;livingroom_co2;591
18.10.2018;05:58:48;office_power;34
18.10.2018;05:58:54;office_power;50
18.10.2018;05:58:57;office_power;45
18.10.2018;05:59:00;office_power;51
18.10.2018;05:59:06;office_power;43
18.10.2018;05:59:09;office_power;35
18.10.2018;05:59:12;office_power;30
18.10.2018;05:59:15;office_power;16
18.10.2018;05:59:21;office_power;12
18.10.2018;05:59:23;garden_brightness;7
18.10.2018;05:59:23;garden_windspeed;0
18.10.2018;05:59:30;office_power;19
18.10.2018;05:59:33;office_power;15
18.10.2018;05:59:36;office_power;26
18.10.2018;05:59:39;office_power;36
18.10.2018;05:59:42;office_power;28
18.10.2018;05:59:45;office_power;36
18.10.2018;05:59:47;livingroom_co2;603
18.10.2018;05:59:51;office_power;44
18.10.2018;05:59:54;office_power;25
18.10.2018;05:59:57;office_power;34
18.10.2018;06:00:00;office_power;31
18.10.2018;06:00:03;office_power;40
18.10.2018;06:00:07;office_co2;540
18.10.2018;06:00:12;office_power;33
18.10.2018;06:00:15;office_co2;530
18.10.2018;06:00:15;office_power;27
18.10.2018;06:00:18;office_power;17
18.10.2018;06:00:21;office_co2;540
18.10.2018;06:00:21;office_power;7
18.10.2018;06:00:24;office_power;3
18.10.2018;06:00:30;livingroom_humidity;41
18.10.2018;06:00:30;livingroom_temperature;23,8
18.10.2018;06:00:36;office_power;7
18.10.2018;06:00:45;office_power;15
18.10.2018;06:00:48;house_power;346
18.10.2018;06:00:51;office_power;19
18.10.2018;06:01:06;office_power;11
18.10.2018;06:01:09;office_power;16
18.10.2018;06:01:21;office_power;30
18.10.2018;06:01:24;office_power;22
18.10.2018;06:01:33;office_power;15
18.10.2018;06:01:36;office_power;7
18.10.2018;06:01:39;office_power;3
18.10.2018;06:01:41;garden_brightness;7
18.10.2018;06:01:41;garden_windspeed;0
18.10.2018;06:01:48;office_power;6
18.10.2018;06:01:51;office_power;11
18.10.2018;06:02:00;office_power;15
18.10.2018;06:02:06;office_power;34
18.10.2018;06:02:15;office_power;53
18.10.2018;06:02:18;office_power;56
18.10.2018;06:02:21;office_power;31
18.10.2018;06:02:27;office_power;17
18.10.2018;06:02:30;office_power;6
18.10.2018;06:02:45;office_power;13
18.10.2018;06:03:00;office_power;3
18.10.2018;06:03:06;office_co2;550
18.10.2018;06:03:06;office_power;15
18.10.2018;06:03:13;house_power;245
18.10.2018;06:03:17;livingroom_humidity;41
18.10.2018;06:03:17;livingroom_temperature;23,8
18.10.2018;06:03:18;office_power;23
18.10.2018;06:03:24;office_power;28
18.10.2018;06:03:33;office_power;22
18.10.2018;06:03:36;office_power;8
18.10.2018;06:03:39;office_power;3
18.10.2018;06:03:44;livingroom_co2;593
18.10.2018;06:03:45;garden_brightness;7
18.10.2018;06:03:45;garden_windspeed;0
18.10.2018;06:03:48;office_power;0
18.10.2018;06:03:54;office_power;6
18.10.2018;06:03:57;livingroom_motiondetector;1
18.10.2018;06:04:00;office_power;37
18.10.2018;06:04:03;office_power;42
18.10.2018;06:04:09;office_power;64
18.10.2018;06:04:12;office_power;51
18.10.2018;06:04:15;office_power;27
18.10.2018;06:04:21;office_power;22
18.10.2018;06:04:24;office_power;16
18.10.2018;06:04:36;office_power;35
18.10.2018;06:04:39;office_power;53
18.10.2018;06:04:42;office_power;48
18.10.2018;06:04:51;office_power;24
18.10.2018;06:04:54;office_power;17
18.10.2018;06:05:00;office_power;34
18.10.2018;06:05:09;office_power;26
18.10.2018;06:05:12;office_power;22
18.10.2018;06:05:15;office_power;4
18.10.2018;06:05:24;house_power;243
18.10.2018;06:05:30;office_power;12
18.10.2018;06:05:33;bath_motiondetector;1
18.10.2018;06:05:50;livingroom_humidity;41
18.10.2018;06:05:50;livingroom_temperature;23,8
18.10.2018;06:05:51;office_power;18
18.10.2018;06:06:03;bath_motiondetector;1
18.10.2018;06:06:03;office_power;6
18.10.2018;06:06:06;office_co2;560
18.10.2018;06:06:06;office_power;21
18.10.2018;06:06:12;office_power;17
18.10.2018;06:06:15;livingroom_co2;603
18.10.2018;06:06:21;office_power;3
18.10.2018;06:06:33;bath_motiondetector;1
18.10.2018;06:06:33;office_power;8
18.10.2018;06:06:36;office_power;15
18.10.2018;06:06:38;garden_brightness;7
18.10.2018;06:06:38;garden_windspeed;0
18.10.2018;06:06:48;office_power;11
18.10.2018;06:06:51;office_power;5
18.10.2018;06:07:00;office_power;8
18.10.2018;06:07:02;bath_motiondetector;1
18.10.2018;06:07:06;office_power;13
18.10.2018;06:07:09;eatingroom_doorcontact;0
18.10.2018;06:07:21;office_power;10
18.10.2018;06:07:22;house_power;257
18.10.2018;06:07:24;office_power;7
18.10.2018;06:07:33;bath_motiondetector;1
18.10.2018;06:07:33;office_power;3
18.10.2018;06:07:36;office_power;20
18.10.2018;06:07:39;office_power;27
18.10.2018;06:07:51;office_power;13
18.10.2018;06:07:54;office_power;7
18.10.2018;06:08:03;bath_motiondetector;1
18.10.2018;06:08:06;office_power;3
18.10.2018;06:08:09;office_power;7
18.10.2018;06:08:09;livingroom_humidity;41
18.10.2018;06:08:09;livingroom_temperature;23,8
18.10.2018;06:08:15;office_power;10
18.10.2018;06:08:16;livingroom_co2;593
18.10.2018;06:08:25;livingroom_motiondetector;1
18.10.2018;06:08:33;bath_motiondetector;1
18.10.2018;06:08:39;office_power;30
18.10.2018;06:08:42;office_power;23
18.10.2018;06:08:45;office_power;29
18.10.2018;06:08:48;office_power;32
18.10.2018;06:08:54;office_power;21
18.10.2018;06:09:00;office_power;28
18.10.2018;06:09:06;office_power;35
18.10.2018;06:09:08;bath_motiondetector;0
18.10.2018;06:09:12;office_power;46
18.10.2018;06:09:15;office_power;37
18.10.2018;06:09:17;garden_brightness;7
18.10.2018;06:09:17;garden_windspeed;0
18.10.2018;06:09:18;office_power;34
18.10.2018;06:09:21;office_power;7
18.10.2018;06:09:24;office_power;4
18.10.2018;06:09:30;office_power;8
18.10.2018;06:09:36;office_power;12
18.10.2018;06:09:45;office_power;39
18.10.2018;06:09:54;office_power;54
18.10.2018;06:10:00;office_power;28
18.10.2018;06:10:05;bath_motiondetector;1
18.10.2018;06:10:06;office_power;43
18.10.2018;06:10:07;house_power;262
18.10.2018;06:10:09;office_power;28
18.10.2018;06:10:13;livingroom_humidity;41
18.10.2018;06:10:13;livingroom_temperature;23,7
18.10.2018;06:10:15;office_power;24
18.10.2018;06:10:21;office_power;6
18.10.2018;06:10:24;office_power;10
18.10.2018;06:10:35;bath_motiondetector;1
18.10.2018;06:10:36;office_power;13
18.10.2018;06:10:39;office_power;9
18.10.2018;06:10:45;office_power;13
18.10.2018;06:10:48;office_power;16
18.10.2018;06:10:54;office_power;22
18.10.2018;06:11:03;livingroom_co2;604
18.10.2018;06:11:05;bath_motiondetector;1
18.10.2018;06:11:09;office_power;14
18.10.2018;06:11:15;office_power;7
18.10.2018;06:11:33;office_power;10
18.10.2018;06:11:36;office_power;25
18.10.2018;06:11:39;office_power;33
18.10.2018;06:11:40;bath_motiondetector;0
18.10.2018;06:11:41;garden_windspeed;0
18.10.2018;06:11:42;office_co2;570
18.10.2018;06:11:42;garden_brightness;7
18.10.2018;06:11:51;office_power;18
18.10.2018;06:11:54;office_power;15
18.10.2018;06:12:00;office_power;22
18.10.2018;06:12:21;office_power;13
18.10.2018;06:12:24;office_power;8
18.10.2018;06:12:36;office_power;11
18.10.2018;06:12:38;house_power;291
18.10.2018;06:12:39;office_power;15
18.10.2018;06:12:54;office_power;9
18.10.2018;06:12:59;office_co2;560
18.10.2018;06:13:00;office_power;15
18.10.2018;06:13:03;office_power;12
18.10.2018;06:13:06;office_power;25
18.10.2018;06:13:06;livingroom_motiondetector;0
18.10.2018;06:13:07;livingroom_humidity;41
18.10.2018;06:13:07;livingroom_temperature;23,8
18.10.2018;06:13:21;office_power;15
18.10.2018;06:13:51;office_power;12
18.10.2018;06:13:51;garden_windspeed;0
18.10.2018;06:13:52;garden_brightness;7
18.10.2018;06:14:00;office_power;23
18.10.2018;06:14:06;office_power;29
18.10.2018;06:14:12;office_power;33
18.10.2018;06:14:15;office_power;29
18.10.2018;06:14:15;livingroom_motiondetector;1
18.10.2018;06:14:21;office_power;19
18.10.2018;06:14:24;office_power;11
18.10.2018;06:14:36;office_power;37
18.10.2018;06:14:42;office_power;34
18.10.2018;06:14:48;office_power;54
18.10.2018;06:14:51;office_power;33
18.10.2018;06:14:56;house_power;228
18.10.2018;06:15:00;office_power;37
18.10.2018;06:15:03;office_power;18
18.10.2018;06:15:06;office_power;37
18.10.2018;06:15:12;office_power;27
18.10.2018;06:15:15;office_power;31
18.10.2018;06:15:21;office_power;16
18.10.2018;06:15:24;office_power;20
18.10.2018;06:15:30;office_power;8
18.10.2018;06:15:36;office_power;14
18.10.2018;06:15:46;livingroom_humidity;41
18.10.2018;06:15:46;livingroom_temperature;23,8
18.10.2018;06:15:51;office_power;17
18.10.2018;06:16:18;office_power;24
18.10.2018;06:16:21;office_power;21
18.10.2018;06:16:27;office_power;16
18.10.2018;06:16:39;office_power;11
18.10.2018;06:16:42;office_power;14
18.10.2018;06:16:45;office_power;6
18.10.2018;06:16:48;office_power;9
18.10.2018;06:16:51;garden_brightness;7
18.10.2018;06:16:51;garden_windspeed;0
18.10.2018;06:16:59;house_power;220
18.10.2018;06:17:00;office_power;15
18.10.2018;06:17:03;office_power;11
18.10.2018;06:17:06;office_power;25
18.10.2018;06:17:12;office_power;16
18.10.2018;06:17:27;office_power;20
18.10.2018;06:17:36;office_power;24
18.10.2018;06:17:39;office_power;19
18.10.2018;06:17:45;office_power;10
18.10.2018;06:17:51;office_power;3
18.10.2018;06:17:57;office_power;9
18.10.2018;06:18:00;office_power;15
18.10.2018;06:18:11;livingroom_humidity;41
18.10.2018;06:18:11;livingroom_temperature;23,8
18.10.2018;06:18:21;office_power;18
18.10.2018;06:18:27;office_power;25
18.10.2018;06:18:30;office_power;34
18.10.2018;06:18:36;office_power;40
18.10.2018;06:18:45;office_power;29
18.10.2018;06:18:51;livingroom_co2;614
18.10.2018;06:18:51;office_power;18
18.10.2018;06:18:56;livingroom_motiondetector;0
18.10.2018;06:18:57;office_power;14
18.10.2018;06:19:00;office_power;23
18.10.2018;06:19:03;office_power;20
18.10.2018;06:19:06;office_power;26
18.10.2018;06:19:12;office_power;38
18.10.2018;06:19:15;office_power;33
18.10.2018;06:19:21;office_power;15
18.10.2018;06:19:24;office_power;11
18.10.2018;06:19:33;office_power;14
18.10.2018;06:19:36;office_power;21
18.10.2018;06:19:37;garden_brightness;7
18.10.2018;06:19:37;garden_windspeed;0
18.10.2018;06:19:51;office_power;28
18.10.2018;06:19:51;house_power;201
18.10.2018;06:19:57;office_power;24
18.10.2018;06:20:00;office_power;36
18.10.2018;06:20:03;office_power;30
18.10.2018;06:20:06;office_power;14
18.10.2018;06:20:09;office_power;23
18.10.2018;06:20:12;office_power;17
18.10.2018;06:20:15;office_power;8
18.10.2018;06:20:22;livingroom_humidity;41
18.10.2018;06:20:22;livingroom_temperature;23,8
18.10.2018;06:20:24;office_power;4
18.10.2018;06:20:27;office_power;24
18.10.2018;06:20:36;office_power;53
18.10.2018;06:20:42;office_power;36
18.10.2018;06:20:45;office_power;40
18.10.2018;06:20:48;office_power;34
18.10.2018;06:20:51;office_power;25
18.10.2018;06:20:57;office_power;19
18.10.2018;06:21:00;office_power;11
18.10.2018;06:21:06;office_power;18
18.10.2018;06:21:12;livingroom_co2;603
18.10.2018;06:21:12;office_power;12
18.10.2018;06:21:18;office_power;23
18.10.2018;06:21:21;office_power;4
18.10.2018;06:21:24;office_power;0
18.10.2018;06:21:27;office_power;5
18.10.2018;06:21:30;office_co2;570
18.10.2018;06:21:39;office_power;15
18.10.2018;06:21:42;office_power;22
18.10.2018;06:21:51;office_power;30
18.10.2018;06:21:54;office_power;24
18.10.2018;06:21:57;livingroom_co2;614
18.10.2018;06:21:57;office_power;20
18.10.2018;06:22:06;office_power;32
18.10.2018;06:22:07;garden_brightness;7
18.10.2018;06:22:07;garden_windspeed;0
18.10.2018;06:22:12;livingroom_co2;626
18.10.2018;06:22:12;office_power;28
18.10.2018;06:22:18;office_power;20
18.10.2018;06:22:21;office_power;7
18.10.2018;06:22:28;house_power;199
18.10.2018;06:22:32;office_co2;560
18.10.2018;06:22:40;office_co2;570
18.10.2018;06:22:42;office_power;3
18.10.2018;06:22:45;office_power;14
18.10.2018;06:22:54;office_power;17
18.10.2018;06:22:57;office_power;25
18.10.2018;06:23:00;office_power;14
18.10.2018;06:23:08;livingroom_co2;616
18.10.2018;06:23:22;livingroom_humidity;41
18.10.2018;06:23:22;livingroom_temperature;23,8
18.10.2018;06:23:27;office_power;10
18.10.2018;06:23:36;office_power;14
18.10.2018;06:23:39;office_power;24
18.10.2018;06:23:42;office_power;19
18.10.2018;06:23:54;office_power;10
18.10.2018;06:23:57;office_power;15
18.10.2018;06:24:00;office_power;23
18.10.2018;06:24:03;office_power;27
18.10.2018;06:24:06;office_power;32
18.10.2018;06:24:12;office_power;36
18.10.2018;06:24:15;office_power;25
18.10.2018;06:24:21;office_power;18
18.10.2018;06:24:24;garden_brightness;7
18.10.2018;06:24:24;garden_windspeed;0
18.10.2018;06:24:27;office_power;21
18.10.2018;06:24:42;office_power;6
18.10.2018;06:24:44;livingroom_co2;628
18.10.2018;06:24:45;office_power;3
18.10.2018;06:24:51;office_power;10
18.10.2018;06:24:52;house_power;198
18.10.2018;06:24:54;office_power;20
18.10.2018;06:24:57;office_power;26
18.10.2018;06:24:59;livingroom_co2;639
18.10.2018;06:25:03;office_power;29
18.10.2018;06:25:09;office_power;20
18.10.2018;06:25:12;office_power;17
18.10.2018;06:25:14;livingroom_co2;650
18.10.2018;06:25:21;office_power;7
18.10.2018;06:25:27;office_power;14
18.10.2018;06:25:30;office_power;10
18.10.2018;06:25:36;office_power;14
18.10.2018;06:25:39;office_power;20
18.10.2018;06:25:44;livingroom_co2;660
18.10.2018;06:25:54;office_power;11
18.10.2018;06:25:55;office_co2;560
18.10.2018;06:25:57;office_power;22
18.10.2018;06:26:06;office_power;37
18.10.2018;06:26:07;livingroom_humidity;41
18.10.2018;06:26:07;livingroom_temperature;23,8
18.10.2018;06:26:09;office_power;47
18.10.2018;06:26:10;livingroom_co2;650
18.10.2018;06:26:12;office_power;40
18.10.2018;06:26:18;office_power;35
18.10.2018;06:26:21;office_power;28
18.10.2018;06:26:23;office_co2;570
18.10.2018;06:26:24;office_power;21
18.10.2018;06:26:25;livingroom_co2;638
18.10.2018;06:26:26;garden_brightness;7
18.10.2018;06:26:26;garden_windspeed;0
18.10.2018;06:26:30;office_power;11
18.10.2018;06:26:36;office_power;27
18.10.2018;06:26:40;livingroom_co2;626
18.10.2018;06:26:42;office_power;21
18.10.2018;06:26:48;office_power;17
18.10.2018;06:26:51;office_power;4
18.10.2018;06:26:57;office_power;15
18.10.2018;06:27:00;office_power;28
18.10.2018;06:27:01;house_power;198
18.10.2018;06:27:03;office_power;45
18.10.2018;06:27:05;livingroom_co2;616
18.10.2018;06:27:09;office_power;56
18.10.2018;06:27:12;office_power;50
18.10.2018;06:27:15;office_power;26
18.10.2018;06:27:21;office_power;21
18.10.2018;06:27:24;office_power;13
18.10.2018;06:27:27;office_power;18
18.10.2018;06:27:30;office_power;12
18.10.2018;06:27:36;office_power;32
18.10.2018;06:27:39;office_power;29
18.10.2018;06:27:42;office_power;24
18.10.2018;06:27:45;office_power;27
18.10.2018;06:27:48;office_power;35
18.10.2018;06:27:51;office_power;8
18.10.2018;06:27:57;office_power;14
18.10.2018;06:28:00;office_power;10
18.10.2018;06:28:06;office_power;26
18.10.2018;06:28:18;office_power;19
18.10.2018;06:28:39;livingroom_humidity;41
18.10.2018;06:28:39;livingroom_temperature;23,8
18.10.2018;06:28:42;office_power;12
18.10.2018;06:28:45;office_power;7
18.10.2018;06:28:57;office_power;14
18.10.2018;06:29:06;livingroom_co2;605
18.10.2018;06:29:06;office_power;39
18.10.2018;06:29:09;office_power;56
18.10.2018;06:29:15;office_power;61
18.10.2018;06:29:17;garden_brightness;7
18.10.2018;06:29:17;garden_windspeed;0
18.10.2018;06:29:18;office_power;57
18.10.2018;06:29:21;office_power;40
18.10.2018;06:29:24;office_power;27
18.10.2018;06:29:27;office_power;37
18.10.2018;06:29:28;office_co2;560
18.10.2018;06:29:30;office_power;33
18.10.2018;06:29:36;office_power;37
18.10.2018;06:29:39;office_power;34
18.10.2018;06:29:42;office_power;21
18.10.2018;06:29:45;office_power;35
18.10.2018;06:29:48;office_power;41
18.10.2018;06:29:51;office_power;37
18.10.2018;06:29:57;office_power;45
18.10.2018;06:29:59;house_power;198
18.10.2018;06:30:00;office_power;28
18.10.2018;06:30:06;office_power;25
18.10.2018;06:30:09;office_power;21
18.10.2018;06:30:12;office_power;27
18.10.2018;06:30:15;office_power;30
18.10.2018;06:30:27;office_power;14
18.10.2018;06:30:30;office_power;18
18.10.2018;06:30:36;office_power;32
18.10.2018;06:30:45;office_power;27
18.10.2018;06:30:48;office_power;35
18.10.2018;06:30:51;office_power;17
18.10.2018;06:30:54;office_power;14
18.10.2018;06:30:55;livingroom_humidity;41
18.10.2018;06:30:55;livingroom_temperature;23,8
18.10.2018;06:31:12;office_power;19
18.10.2018;06:31:21;office_power;22
18.10.2018;06:31:27;office_power;19
18.10.2018;06:31:36;office_power;23
18.10.2018;06:31:42;office_power;17
18.10.2018;06:31:51;office_power;7
18.10.2018;06:31:53;office_co2;550
18.10.2018;06:31:54;garden_brightness;7
18.10.2018;06:31:54;garden_windspeed;0
18.10.2018;06:31:57;office_power;15
18.10.2018;06:32:00;office_power;20
18.10.2018;06:32:06;office_power;35
18.10.2018;06:32:07;office_co2;560
18.10.2018;06:32:12;office_power;31
18.10.2018;06:32:13;office_co2;550
18.10.2018;06:32:21;office_power;18
18.10.2018;06:32:28;office_co2;560
18.10.2018;06:32:36;office_co2;550
18.10.2018;06:32:36;office_power;29
18.10.2018;06:32:39;office_power;43
18.10.2018;06:32:43;house_power;198
18.10.2018;06:32:44;office_co2;560
18.10.2018;06:32:45;office_power;49
18.10.2018;06:32:48;office_power;46
18.10.2018;06:32:51;office_power;35
18.10.2018;06:32:54;office_power;24
18.10.2018;06:32:58;livingroom_humidity;41
18.10.2018;06:32:58;livingroom_temperature;23,8
18.10.2018;06:33:00;office_power;11
18.10.2018;06:33:10;office_co2;550
18.10.2018;06:33:15;office_power;19
18.10.2018;06:33:27;office_power;22
18.10.2018;06:33:30;office_power;19
18.10.2018;06:33:36;office_power;35
18.10.2018;06:33:42;office_power;50
18.10.2018;06:33:45;office_power;64
18.10.2018;06:33:48;office_power;56
18.10.2018;06:33:51;office_power;44
18.10.2018;06:33:52;office_co2;560
18.10.2018;06:33:57;office_power;28
18.10.2018;06:33:58;livingroom_co2;615
18.10.2018;06:34:00;office_power;13
18.10.2018;06:34:06;office_power;19
18.10.2018;06:34:09;office_power;32
18.10.2018;06:34:12;office_power;40
18.10.2018;06:34:17;garden_brightness;7
18.10.2018;06:34:17;garden_windspeed;0
18.10.2018;06:34:18;office_power;26
18.10.2018;06:34:24;office_power;15
18.10.2018;06:34:33;office_power;19
18.10.2018;06:34:39;office_power;23
18.10.2018;06:34:42;office_power;19
18.10.2018;06:34:45;office_power;14
18.10.2018;06:34:51;office_power;26
18.10.2018;06:34:54;office_power;31
18.10.2018;06:34:57;office_power;39
18.10.2018;06:35:03;office_power;43
18.10.2018;06:35:09;office_power;36
18.10.2018;06:35:12;office_power;33
18.10.2018;06:35:12;house_power;204
18.10.2018;06:35:15;office_power;29
18.10.2018;06:35:18;office_power;15
18.10.2018;06:35:21;office_power;6
18.10.2018;06:35:27;office_power;10
18.10.2018;06:35:42;office_power;19
18.10.2018;06:35:45;office_co2;550
18.10.2018;06:35:45;office_power;24
18.10.2018;06:35:50;livingroom_humidity;41
18.10.2018;06:35:50;livingroom_temperature;23,7
18.10.2018;06:35:51;office_power;32
18.10.2018;06:35:54;office_power;40
18.10.2018;06:35:57;office_power;33
18.10.2018;06:36:03;office_power;20
18.10.2018;06:36:06;office_power;6
18.10.2018;06:36:12;office_power;0
18.10.2018;06:36:18;office_power;7
18.10.2018;06:36:24;office_power;11
18.10.2018;06:36:25;garden_brightness;7
18.10.2018;06:36:25;garden_windspeed;0
18.10.2018;06:36:27;office_power;17
18.10.2018;06:36:36;office_power;34
18.10.2018;06:36:42;office_power;28
18.10.2018;06:36:43;office_doorcontact;0
18.10.2018;06:36:45;office_power;35
18.10.2018;06:36:51;office_power;18
18.10.2018;06:36:54;office_power;13
18.10.2018;06:36:57;office_power;29
18.10.2018;06:37:00;office_power;39
18.10.2018;06:37:03;office_power;43
18.10.2018;06:37:06;office_power;63
18.10.2018;06:37:12;office_power;57
18.10.2018;06:37:15;office_power;35
18.10.2018;06:37:18;office_power;43
18.10.2018;06:37:19;livingroom_co2;629
18.10.2018;06:37:21;office_power;9
18.10.2018;06:37:24;office_power;6
18.10.2018;06:37:27;office_power;11
18.10.2018;06:37:28;house_power;321
18.10.2018;06:37:29;livingroom_co2;639
18.10.2018;06:37:30;office_power;15
18.10.2018;06:37:33;office_power;9
18.10.2018;06:37:48;office_power;19
18.10.2018;06:37:51;office_power;26
18.10.2018;06:38:06;office_power;31
18.10.2018;06:38:09;office_power;35
18.10.2018;06:38:15;office_power;45
18.10.2018;06:38:18;office_power;41
18.10.2018;06:38:21;office_power;31
18.10.2018;06:38:27;office_power;37
18.10.2018;06:38:27;livingroom_humidity;41
18.10.2018;06:38:27;livingroom_temperature;23,8
